#! FIELDS data fes
#! SET normalisation  1.000000
#! SET min_data -4.5
#! SET max_data 4.5
#! SET nbins_data  100
#! SET periodic_data false
 -4.500000 inf
 -4.410000 9.210340
 -4.320000 inf
 -4.230000 inf
 -4.140000 inf
 -4.050000 inf
 -3.960000 8.517193
 -3.870000 inf
 -3.780000 inf
 -3.690000 inf
 -3.600000 9.210340
 -3.510000 9.210340
 -3.420000 9.210340
 -3.330000 9.210340
 -3.240000 7.600902
 -3.150000 7.824046
 -3.060000 7.418581
 -2.970000 8.517193
 -2.880000 7.130899
 -2.790000 7.600902
 -2.700000 6.725434
 -2.610000 6.165818
 -2.520000 6.377127
 -2.430000 6.214608
 -2.340000 5.952244
 -2.250000 5.843045
 -2.160000 5.654992
 -2.070000 5.521461
 -1.980000 5.240048
 -1.890000 5.278515
 -1.800000 4.990833
 -1.710000 4.779524
 -1.620000 4.733004
 -1.530000 4.546901
 -1.440000 4.546901
 -1.350000 4.268698
 -1.260000 4.141436
 -1.170000 4.068677
 -1.080000 3.849048
 -0.990000 3.785390
 -0.900000 3.776618
 -0.810000 3.692887
 -0.720000 3.523365
 -0.630000 3.579129
 -0.540000 3.496608
 -0.450000 3.417327
 -0.360000 3.448289
 -0.270000 3.338223
 -0.180000 3.361016
 -0.090000 3.294138
 0.000000 3.393229
 0.090000 3.208925
 0.180000 3.246761
 0.270000 3.294138
 0.360000 3.414283
 0.450000 3.483493
 0.540000 3.476999
 0.630000 3.480241
 0.720000 3.608222
 0.810000 3.593569
 0.900000 3.763603
 0.990000 3.927137
 1.080000 3.853754
 1.170000 4.122744
 1.260000 4.226734
 1.350000 4.254513
 1.440000 4.374058
 1.530000 4.528209
 1.620000 4.565949
 1.710000 4.667046
 1.800000 4.919881
 1.890000 5.067206
 1.980000 5.203007
 2.070000 5.654992
 2.160000 5.521461
 2.250000 5.809143
 2.340000 5.809143
 2.430000 6.319969
 2.520000 6.502290
 2.610000 6.907755
 2.700000 6.812445
 2.790000 9.210340
 2.880000 7.600902
 2.970000 7.824046
 3.060000 8.517193
 3.150000 8.111728
 3.240000 9.210340
 3.330000 8.517193
 3.420000 9.210340
 3.510000 9.210340
 3.600000 9.210340
 3.690000 inf
 3.780000 inf
 3.870000 inf
 3.960000 inf
 4.050000 inf
 4.140000 inf
 4.230000 inf
 4.320000 inf
 4.410000 inf
 4.500000 inf
