#! FIELDS data hhh
#! SET normalisation  500.000000
#! SET min_data -4.5
#! SET max_data 4.5
#! SET nbins_data  100
#! SET periodic_data false
 -4.500000 0.000000
 -4.410000 0.000000
 -4.320000 0.000000
 -4.230000 0.000000
 -4.140000 0.000000
 -4.050000 0.000000
 -3.960000 0.000000
 -3.870000 0.000000
 -3.780000 0.000000
 -3.690000 0.000000
 -3.600000 0.000000
 -3.510000 0.000000
 -3.420000 0.000000
 -3.330000 0.000000
 -3.240000 0.000000
 -3.150000 0.000000
 -3.060000 0.000000
 -2.970000 0.000000
 -2.880000 0.000000
 -2.790000 0.000000
 -2.700000 0.004000
 -2.610000 0.004000
 -2.520000 0.000000
 -2.430000 0.002000
 -2.340000 0.002000
 -2.250000 0.006000
 -2.160000 0.004000
 -2.070000 0.004000
 -1.980000 0.008000
 -1.890000 0.004000
 -1.800000 0.008000
 -1.710000 0.008000
 -1.620000 0.014000
 -1.530000 0.010000
 -1.440000 0.008000
 -1.350000 0.008000
 -1.260000 0.020000
 -1.170000 0.020000
 -1.080000 0.026000
 -0.990000 0.028000
 -0.900000 0.022000
 -0.810000 0.016000
 -0.720000 0.032000
 -0.630000 0.032000
 -0.540000 0.022000
 -0.450000 0.028000
 -0.360000 0.030000
 -0.270000 0.032000
 -0.180000 0.040000
 -0.090000 0.040000
 0.000000 0.034000
 0.090000 0.032000
 0.180000 0.028000
 0.270000 0.030000
 0.360000 0.040000
 0.450000 0.032000
 0.540000 0.030000
 0.630000 0.036000
 0.720000 0.018000
 0.810000 0.038000
 0.900000 0.028000
 0.990000 0.018000
 1.080000 0.024000
 1.170000 0.022000
 1.260000 0.004000
 1.350000 0.020000
 1.440000 0.010000
 1.530000 0.014000
 1.620000 0.010000
 1.710000 0.010000
 1.800000 0.006000
 1.890000 0.012000
 1.980000 0.002000
 2.070000 0.004000
 2.160000 0.002000
 2.250000 0.004000
 2.340000 0.004000
 2.430000 0.000000
 2.520000 0.002000
 2.610000 0.000000
 2.700000 0.000000
 2.790000 0.000000
 2.880000 0.000000
 2.970000 0.000000
 3.060000 0.000000
 3.150000 0.002000
 3.240000 0.000000
 3.330000 0.000000
 3.420000 0.000000
 3.510000 0.002000
 3.600000 0.000000
 3.690000 0.000000
 3.780000 0.000000
 3.870000 0.000000
 3.960000 0.000000
 4.050000 0.000000
 4.140000 0.000000
 4.230000 0.000000
 4.320000 0.000000
 4.410000 0.000000
 4.500000 0.000000
