#! FIELDS time av av2
 0.000000 0.000000 0.000000
 1.000000 0.412650 0.170280
 2.000000 -0.152763 0.343028
 3.000000 0.197581 0.497647
 4.000000 0.117572 0.376985
 5.000000 0.318010 0.552361
 6.000000 0.180243 0.503412
 7.000000 -0.020319 0.645412
 8.000000 0.187418 0.901581
 9.000000 0.094678 0.847952
 10.000000 -0.046181 0.935794
 11.000000 -0.015548 0.858409
 12.000000 -0.022324 0.787657
 13.000000 0.151102 1.110361
 14.000000 0.089027 1.067868
 15.000000 0.139011 1.043581
 16.000000 0.149456 0.984214
 17.000000 0.145693 0.926749
 18.000000 0.208789 0.966487
 19.000000 0.165624 0.935291
 20.000000 0.099040 0.956510
 21.000000 0.177629 1.056695
 22.000000 0.140814 1.026836
 23.000000 0.141644 0.983303
 24.000000 0.163660 0.961038
 25.000000 0.203286 0.975894
 26.000000 0.142136 1.012311
 27.000000 0.148134 0.978243
 28.000000 0.113921 0.966728
 29.000000 0.075253 0.968391
 30.000000 0.081600 0.938463
 31.000000 0.056337 0.924066
 32.000000 0.050312 0.895771
 33.000000 0.044282 0.869296
 34.000000 0.065507 0.860985
 35.000000 0.049373 0.843505
 36.000000 0.013123 0.863868
 37.000000 0.042879 0.874065
 38.000000 0.045671 0.851648
 39.000000 -0.022199 1.003312
 40.000000 -0.037397 0.988155
 41.000000 -0.035603 0.964086
 42.000000 -0.023570 0.946386
 43.000000 0.005700 0.959848
 44.000000 0.003662 0.938194
 45.000000 0.002275 0.917422
 46.000000 0.030163 0.933380
 47.000000 0.052610 0.938578
 48.000000 0.060633 0.923015
 49.000000 0.073873 0.914448
 50.000000 0.051107 0.918820
 51.000000 0.083889 0.959013
 52.000000 0.115022 0.996332
 53.000000 0.102915 0.982767
 54.000000 0.114134 0.973869
 55.000000 0.138259 0.993918
 56.000000 0.157541 1.002662
 57.000000 0.148240 0.987507
 58.000000 0.104595 1.068406
 59.000000 0.121582 1.071062
 60.000000 0.116966 1.053613
 61.000000 0.098289 1.053476
 62.000000 0.127589 1.095627
 63.000000 0.112613 1.088802
 64.000000 0.096611 1.084773
 65.000000 0.113316 1.089596
 66.000000 0.092740 1.096561
 67.000000 0.093333 1.080457
 68.000000 0.082605 1.070519
 69.000000 0.085751 1.056306
 70.000000 0.089465 1.042924
 71.000000 0.107483 1.054620
 72.000000 0.119354 1.052832
 73.000000 0.130424 1.050192
 74.000000 0.111415 1.058011
 75.000000 0.124932 1.060785
 76.000000 0.130083 1.050337
 77.000000 0.138034 1.043852
 78.000000 0.157414 1.065360
 79.000000 0.164395 1.058236
 80.000000 0.177980 1.064576
 81.000000 0.194797 1.080717
 82.000000 0.207539 1.086278
 83.000000 0.201289 1.074357
 84.000000 0.209081 1.070287
 85.000000 0.197952 1.064085
 86.000000 0.176898 1.081952
 87.000000 0.164374 1.079091
 88.000000 0.153661 1.073712
 89.000000 0.150129 1.061939
 90.000000 0.144452 1.051585
 91.000000 0.129907 1.055309
 92.000000 0.132952 1.045666
 93.000000 0.149418 1.064204
 94.000000 0.150290 1.053452
 95.000000 0.152557 1.043771
 96.000000 0.134234 1.059783
 97.000000 0.109043 1.103834
